##############################
# Data for GDDR6_1
# CMD  ADDRESS      DATA
w      080100040d0    00060e1a
w      080110040d0    00060e1a
w      0801003c01c    00000037
w      0801103c01c    00000037
w      08010010004    00000004
w      08011010004    00000004
w      08010013800    00000001
w      08011013800    00000001
w      08010013808    0000c350
w      08011013808    0000c350
w      08010002944    00000000
w      08011002944    00000000
w      08010002974    00000000
w      08011002974    00000000
w      08010004184    00000000
w      08011004184    00000000
w      08010004264    00000000
w      08011004264    00000000
w      0801000425c    00000000
w      0801100425c    00000000
w      08010003cc4    00000000
w      08011003cc4    00000000
w      08010005008    00000001
w      08011005008    00000001
w      08010005008    00000000
w      08011005008    00000000
w      08010004034    00000000
w      08011004034    00000000
w      080100041a0    00000000
w      080110041a0    00000000
w      0801000407c    00000000
w      0801100407c    00000000
w      08010004198    00000000
w      08011004198    00000000
w      08012030064    0000a000
w      0801003c02c    00000000
w      0801103c02c    00000000
w      080100040d8    0000000f
w      080110040d8    0000000f
w      080100040d4    00000007
w      080110040d4    00000007
w      08010004054    00000050
w      08011004054    00000050
w      08011003ddc    00000020
w      08010003ddc    00000020
w      08011003de0    00000018
w      08010003de0    00000018
w      08010003c7c    00000004
w      08011003c7c    00000004
w      08010003c78    00000004
w      08011003c78    00000004
w      08010004058    00000013
w      08011004058    00000013
w      08010003dbc    00000014
w      08011003dbc    00000014
w      08010004060    00000002
w      08011004060    00000002
w      08010004050    0000001e
w      08011004050    0000001e
w      08010003c68    00000002
w      08011003c68    00000002
w      08010003c64    00000002
w      08011003c64    00000002
w      080100029a8    00000000
w      080110029a8    00000000
w      0801000292c    00000000
w      0801100292c    00000000
w      08010003c84    0000000b
w      08011003c84    0000000b
w      08010003c80    0000000a
w      08011003c80    0000000a
w      08010004088    00000005
w      08011004088    00000005
w      08010004310    00000004
w      08011004310    00000004
w      08010004314    00000004
w      08011004314    00000004
w      0801000405c    00000140
w      0801100405c    00000140
w      08010003dc0    00000064
w      08011003dc0    00000064
w      0801000418c    00000140
w      0801100418c    00000140
w      080100040cc    00000eb8
w      080110040cc    00000eb8
w      08010002910    001e467f
w      08011002910    001e467f
w      08010004074    0000000a
w      08011004074    0000000a
w      080100040ac    0000000a
w      080110040ac    0000000a
w      08010004188    00000012
w      08011004188    00000012
w      080100029b4    00000000
w      080110029b4    00000000
w      08010004094    0000000a
w      08011004094    0000000a
w      0801000421c    00000012
w      0801100421c    00000012
w      080100029ac    00000000
w      080110029ac    00000000
w      080100042c0    00000001
w      080110042c0    00000001
w      0801001000c    00000001
w      0801101000c    00000001
w      080100029e4    00000000
w      080110029e4    00000000
w      080100029dc    00000000
w      080110029dc    00000000
w      08010010050    00000000
w      08011010050    00000000
w      080100041c4    00000000
w      080110041c4    00000000
w      08010004010    00000001
w      08011004010    00000001
w      08010004000    00000000
w      08011004000    00000000
w      08010010040    00000000
w      08011010040    00000000
w      0801003c014    00000000
w      0801103c014    00000000
w      08010002944    000fffff
w      08011002944    000fffff
w      080100041c8    00004000
w      080110041c8    00004000
w      080100040dc    00000004
w      080110040dc    00000004
w      08010004224    00000007
w      08011004224    00000007
w      08010004228    00000018
w      08011004228    00000018
w      08010004064    00000020
w      08011004064    00000020
w      080100040b4    00000001
w      080110040b4    00000001
w      0801000287c    00000003
w      0801100287c    00000003
w      080100028cc    00000002
w      080110028cc    00000002
w      08010002864    00000000
w      08011002864    00000000
w      080100040c8    00000000
w      080110040c8    00000000
w      08010003c40    00000001
w      08011003c40    00000001
w      08010003c44    00000001
w      08011003c44    00000001
w      08010002858    00000000
w      08011002858    00000000
w      080100028d0    00000000
w      080110028d0    00000000
w      080100028bc    00000006
w      080110028bc    00000006
w      080100028c0    00000003
w      080110028c0    00000003
