##############################
# Data for GDDR6_3
# CMD  ADDRESS      DATA
w      080300040d0    00060e1a
w      080310040d0    00060e1a
w      0803003c01c    00000037
w      0803103c01c    00000037
w      08030010004    00000004
w      08031010004    00000004
w      08030013800    00000001
w      08031013800    00000001
w      08030013808    0000c350
w      08031013808    0000c350
w      08030002944    00000000
w      08031002944    00000000
w      08030002974    00000000
w      08031002974    00000000
w      08030004184    00000000
w      08031004184    00000000
w      08030004264    00000000
w      08031004264    00000000
w      0803000425c    00000000
w      0803100425c    00000000
w      08030003cc4    00000000
w      08031003cc4    00000000
w      08030005008    00000001
w      08031005008    00000001
w      08030005008    00000000
w      08031005008    00000000
w      08030004034    00000000
w      08031004034    00000000
w      080300041a0    00000000
w      080310041a0    00000000
w      0803000407c    00000000
w      0803100407c    00000000
w      08030004198    00000000
w      08031004198    00000000
w      08032030064    0000a000
w      0803003c02c    00000000
w      0803103c02c    00000000
w      080300040d8    0000000f
w      080310040d8    0000000f
w      080300040d4    00000007
w      080310040d4    00000007
w      08030004054    00000050
w      08031004054    00000050
w      08031003ddc    00000020
w      08030003ddc    00000020
w      08031003de0    00000018
w      08030003de0    00000018
w      08030003c7c    00000004
w      08031003c7c    00000004
w      08030003c78    00000004
w      08031003c78    00000004
w      08030004058    00000013
w      08031004058    00000013
w      08030003dbc    00000014
w      08031003dbc    00000014
w      08030004060    00000002
w      08031004060    00000002
w      08030004050    0000001e
w      08031004050    0000001e
w      08030003c68    00000002
w      08031003c68    00000002
w      08030003c64    00000002
w      08031003c64    00000002
w      080300029a8    00000000
w      080310029a8    00000000
w      0803000292c    00000000
w      0803100292c    00000000
w      08030003c84    0000000b
w      08031003c84    0000000b
w      08030003c80    0000000a
w      08031003c80    0000000a
w      08030004088    00000005
w      08031004088    00000005
w      08030004310    00000004
w      08031004310    00000004
w      08030004314    00000004
w      08031004314    00000004
w      0803000405c    00000140
w      0803100405c    00000140
w      08030003dc0    00000064
w      08031003dc0    00000064
w      0803000418c    00000140
w      0803100418c    00000140
w      080300040cc    00000eb8
w      080310040cc    00000eb8
w      08030002910    001e467f
w      08031002910    001e467f
w      08030004074    0000000a
w      08031004074    0000000a
w      080300040ac    0000000a
w      080310040ac    0000000a
w      08030004188    00000012
w      08031004188    00000012
w      080300029b4    00000000
w      080310029b4    00000000
w      08030004094    0000000a
w      08031004094    0000000a
w      0803000421c    00000012
w      0803100421c    00000012
w      080300029ac    00000000
w      080310029ac    00000000
w      080300042c0    00000001
w      080310042c0    00000001
w      0803001000c    00000001
w      0803101000c    00000001
w      080300029e4    00000000
w      080310029e4    00000000
w      080300029dc    00000000
w      080310029dc    00000000
w      08030010050    00000000
w      08031010050    00000000
w      080300041c4    00000000
w      080310041c4    00000000
w      08030004010    00000001
w      08031004010    00000001
w      08030004000    00000000
w      08031004000    00000000
w      08030010040    00000000
w      08031010040    00000000
w      0803003c014    00000000
w      0803103c014    00000000
w      08030002944    000fffff
w      08031002944    000fffff
w      080300041c8    00004000
w      080310041c8    00004000
w      080300040dc    00000004
w      080310040dc    00000004
w      08030004224    00000007
w      08031004224    00000007
w      08030004228    00000018
w      08031004228    00000018
w      08030004064    00000020
w      08031004064    00000020
w      080300040b4    00000001
w      080310040b4    00000001
w      0803000287c    00000003
w      0803100287c    00000003
w      080300028cc    00000002
w      080310028cc    00000002
w      08030002864    00000000
w      08031002864    00000000
w      080300040c8    00000000
w      080310040c8    00000000
w      08030003c40    00000001
w      08031003c40    00000001
w      08030003c44    00000001
w      08031003c44    00000001
w      08030002858    00000000
w      08031002858    00000000
w      080300028d0    00000000
