##############################
# Data for GDDR6_4
# CMD  ADDRESS      DATA
w      081000040d0    00060e1a
w      081010040d0    00060e1a
w      0810003c01c    00000037
w      0810103c01c    00000037
w      08100010004    00000004
w      08101010004    00000004
w      08100013800    00000001
w      08101013800    00000001
w      08100013808    0000c350
w      08101013808    0000c350
w      08100002944    00000000
w      08101002944    00000000
w      08100002974    00000000
w      08101002974    00000000
w      08100004184    00000000
w      08101004184    00000000
w      08100004264    00000000
w      08101004264    00000000
w      0810000425c    00000000
w      0810100425c    00000000
w      08100003cc4    00000000
w      08101003cc4    00000000
w      08100005008    00000001
w      08101005008    00000001
w      08100005008    00000000
w      08101005008    00000000
w      08100004034    00000000
w      08101004034    00000000
w      081000041a0    00000000
w      081010041a0    00000000
w      0810000407c    00000000
w      0810100407c    00000000
w      08100004198    00000000
w      08101004198    00000000
w      08102030064    0000a000
w      0810003c02c    00000000
w      0810103c02c    00000000
w      081000040d8    0000000f
w      081010040d8    0000000f
w      081000040d4    00000007
w      081010040d4    00000007
w      08100004054    00000050
w      08101004054    00000050
w      08101003ddc    00000020
w      08100003ddc    00000020
w      08101003de0    00000018
w      08100003de0    00000018
w      08100003c7c    00000004
w      08101003c7c    00000004
w      08100003c78    00000004
w      08101003c78    00000004
w      08100004058    00000013
w      08101004058    00000013
w      08100003dbc    00000014
w      08101003dbc    00000014
w      08100004060    00000002
w      08101004060    00000002
w      08100004050    0000001e
w      08101004050    0000001e
w      08100003c68    00000002
w      08101003c68    00000002
w      08100003c64    00000002
w      08101003c64    00000002
w      081000029a8    00000000
w      081010029a8    00000000
w      0810000292c    00000000
w      0810100292c    00000000
w      08100003c84    0000000b
w      08101003c84    0000000b
w      08100003c80    0000000a
w      08101003c80    0000000a
w      08100004088    00000005
w      08101004088    00000005
w      08100004310    00000004
w      08101004310    00000004
w      08100004314    00000004
w      08101004314    00000004
w      0810000405c    00000140
w      0810100405c    00000140
w      08100003dc0    00000064
w      08101003dc0    00000064
w      0810000418c    00000140
w      0810100418c    00000140
w      081000040cc    00000eb8
w      081010040cc    00000eb8
w      08100002910    001e467f
w      08101002910    001e467f
w      08100004074    0000000a
w      08101004074    0000000a
w      081000040ac    0000000a
w      081010040ac    0000000a
w      08100004188    00000012
w      08101004188    00000012
w      081000029b4    00000000
w      081010029b4    00000000
w      08100004094    0000000a
w      08101004094    0000000a
w      0810000421c    00000012
w      0810100421c    00000012
w      081000029ac    00000000
w      081010029ac    00000000
w      081000042c0    00000001
w      081010042c0    00000001
w      0810001000c    00000001
w      0810101000c    00000001
w      081000029e4    00000000
w      081010029e4    00000000
w      081000029dc    00000000
w      081010029dc    00000000
w      08100010050    00000000
w      08101010050    00000000
w      081000041c4    00000000
w      081010041c4    00000000
w      08100004010    00000001
w      08101004010    00000001
w      08100004000    00000000
w      08101004000    00000000
w      08100010040    00000000
w      08101010040    00000000
w      0810003c014    00000000
w      0810103c014    00000000
w      08100002944    000fffff
w      08101002944    000fffff
w      081000041c8    00004000
w      081010041c8    00004000
w      081000040dc    00000004
w      081010040dc    00000004
w      08100004224    00000007
w      08101004224    00000007
w      08100004228    00000018
w      08101004228    00000018
w      08100004064    00000020
w      08101004064    00000020
w      081000040b4    00000001
w      081010040b4    00000001
w      0810000287c    00000003
w      0810100287c    00000003
w      081000028cc    00000002
w      081010028cc    00000002
w      08100002864    00000000
w      08101002864    00000000
w      081000040c8    00000000
w      081010040c8    00000000
w      08100003c40    00000001
w      08101003c40    00000001
w      08100003c44    00000001
w      08101003c44    00000001
w      08100002858    00000000
w      08101002858    00000000
w      081000028d0    00000000
w      081010028d0    00000000
w      081000028bc    00000006
w      081010028bc    00000006
w      081000028c0    00000003
w      081010028c0    00000003
w      081000028e0    00000000
w      081010028e0    00000000
w      0810000289c    00000001
w      0810100289c    00000001
w      0810000293c    00000000
w      0810100293c    00000000
w      08100002898    00000001
w      08101002898    00000001
w      08100002880    00000006
w      08101002880    00000006
w      08100002850    00000000
w      08101002850    00000000
w      08100002930    00000020
w      08101002930    00000020
w      08100002890    00000000
w      08101002890    00000000
w      08100002878    0000000e
w      08101002878    0000000e
w      08100002874    00000003
w      08101002874    00000003
w      081000028d4    00000000
w      081010028d4    00000000
w      0810000290c    00000000
w      0810100290c    00000000
w      08100002894    00000000
w      08101002894    00000000
w      081000028b0    00000000
w      081010028b0    00000000
w      081000028b4    00000000
w      081010028b4    00000000
w      081000028b8    00000000
w      081010028b8    00000000
w      081000028c4    00000000
w      081010028c4    00000000
w      08100004044    00000032
w      08101004044    00000032
w      081000028f0    00000036
w      081010028f0    00000036
w      081000028e4    00000000
w      081010028e4    00000000
w      08100002904    00000000
w      08101002904    00000000
w      081000028c8    00000000
w      081010028c8    00000000
w      081000028ac    00000000
w      081010028ac    00000000
w      08100002908    00000000
w      08101002908    00000000
w      08100002888    00000000
w      08101002888    00000000
w      081000028a4    00000000
w      081010028a4    00000000
w      081000028a8    00000000
w      081010028a8    00000000
w      081000028e8    00000000
w      081010028e8    00000000
w      08100002854    00000000
w      08101002854    00000000
w      0810000288c    00000000
w      0810100288c    00000000
w      08100002868    00000001
w      08101002868    00000001
w      08100002870    00000000
w      08101002870    00000000
w      08100002884    0000000b
w      08101002884    0000000b
w      081000028f8    00000002
w      081010028f8    00000002
w      081000028fc    00000002
w      081010028fc    00000002
w      081000028f4    00000001
w      081010028f4    00000001
w      08100002900    00000001
w      08101002900    00000001
w      081000028a0    00000000
w      081010028a0    00000000
w      08102030000    00008187
w      08102030004    0000576e
w      08102030008    000037ad
w      0810203000c    00001152
w      08102030010    000067e8
w      08102030014    0000a3f4
w      08102030018    0000ffff
w      0810203001c    00000894
w      08102030020    00001e24
w      08102030024    00001024
w      0810203c2e4    00000707
w      0810203c2e8    00000058
w      0810000286c    00000003
w      0810100286c    00000003
w      0810000284c    0000000a
w      0810100284c    0000000a
w      08100002968    00000001
w      08101002968    00000001
w      0810003c028    00000000
w      0810103c028    00000000
w      0810003c014    00000000
w      0810103c014    00000000
w      0810000296c    00000001
w      0810100296c    00000001
w      08100002970    00000003
w      08101002970    00000003
w      08100004420    00000018
w      08101004420    00000018
w      08100004414    00000003
w      08101004414    00000003
w      08100004718    000000aa
w      08101004718    000000aa
w      08100006410    00000006
w      08101006410    00000006
