##############################
# Data for GDDR6_2
# CMD  ADDRESS      DATA
w      080200040d0    00060e1a
w      080210040d0    00060e1a
w      0802003c01c    00000037
w      0802103c01c    00000037
w      08020010004    00000004
w      08021010004    00000004
w      08020013800    00000001
w      08021013800    00000001
w      08020013808    0000c350
w      08021013808    0000c350
w      08020002944    00000000
w      08021002944    00000000
w      08020002974    00000000
w      08021002974    00000000
w      08020004184    00000000
w      08021004184    00000000
w      08020004264    00000000
w      08021004264    00000000
w      0802000425c    00000000
w      0802100425c    00000000
w      08020003cc4    00000000
w      08021003cc4    00000000
w      08020005008    00000001
w      08021005008    00000001
w      08020005008    00000000
w      08021005008    00000000
w      08020004034    00000000
w      08021004034    00000000
w      080200041a0    00000000
w      080210041a0    00000000
w      0802000407c    00000000
w      0802100407c    00000000
w      08020004198    00000000
w      08021004198    00000000
w      08022030064    0000a000
w      0802003c02c    00000000
w      0802103c02c    00000000
w      080200040d8    0000000f
w      080210040d8    0000000f
w      080200040d4    00000007
w      080210040d4    00000007
w      08020004054    00000050
w      08021004054    00000050
w      08021003ddc    00000020
w      08020003ddc    00000020
w      08021003de0    00000018
w      08020003de0    00000018
w      08020003c7c    00000004
w      08021003c7c    00000004
w      08020003c78    00000004
w      08021003c78    00000004
w      08020004058    00000013
w      08021004058    00000013
w      08020003dbc    00000014
w      08021003dbc    00000014
w      08020004060    00000002
w      08021004060    00000002
w      08020004050    0000001e
w      08021004050    0000001e
w      08020003c68    00000002
w      08021003c68    00000002
w      08020003c64    00000002
w      08021003c64    00000002
w      080200029a8    00000000
w      080210029a8    00000000
w      0802000292c    00000000
w      0802100292c    00000000
w      08020003c84    0000000b
w      08021003c84    0000000b
w      08020003c80    0000000a
w      08021003c80    0000000a
w      08020004088    00000005
w      08021004088    00000005
w      08020004310    00000004
w      08021004310    00000004
w      08020004314    00000004
w      08021004314    00000004
w      0802000405c    00000140
w      0802100405c    00000140
w      08020003dc0    00000064
w      08021003dc0    00000064
w      0802000418c    00000140
w      0802100418c    00000140
w      080200040cc    00000eb8
w      080210040cc    00000eb8
w      08020002910    001e467f
w      08021002910    001e467f
w      08020004074    0000000a
w      08021004074    0000000a
w      080200040ac    0000000a
w      080210040ac    0000000a
w      08020004188    00000012
w      08021004188    00000012
w      080200029b4    00000000
w      080210029b4    00000000
w      08020004094    0000000a
w      08021004094    0000000a
w      0802000421c    00000012
w      0802100421c    00000012
w      080200029ac    00000000
w      080210029ac    00000000
w      080200042c0    00000001
w      080210042c0    00000001
w      0802001000c    00000001
w      0802101000c    00000001
w      080200029e4    00000000
w      080210029e4    00000000
w      080200029dc    00000000
w      080210029dc    00000000
w      08020010050    00000000
w      08021010050    00000000
w      080200041c4    00000000
w      080210041c4    00000000
w      08020004010    00000001
w      08021004010    00000001
w      08020004000    00000000
w      08021004000    00000000
w      08020010040    00000000
w      08021010040    00000000
w      0802003c014    00000000
w      0802103c014    00000000
w      08020002944    000fffff
w      08021002944    000fffff
w      080200041c8    00004000
w      080210041c8    00004000
w      080200040dc    00000004
w      080210040dc    00000004
w      08020004224    00000007
w      08021004224    00000007
w      08020004228    00000018
w      08021004228    00000018
w      08020004064    00000020
w      08021004064    00000020
w      080200040b4    00000001
w      080210040b4    00000001
w      0802000287c    00000003
w      0802100287c    00000003
w      080200028cc    00000002
w      080210028cc    00000002
w      08020002864    00000000
w      08021002864    00000000
w      080200040c8    00000000
w      080210040c8    00000000
w      08020003c40    00000001
w      08021003c40    00000001
w      08020003c44    00000001
w      08021003c44    00000001
w      08020002858    00000000
w      08021002858    00000000
w      080200028d0    00000000
w      080210028d0    00000000
w      080200028bc    00000006
w      080210028bc    00000006
w      080200028c0    00000003
w      080210028c0    00000003
w      080200028e0    00000000
w      080210028e0    00000000
w      0802000289c    00000001
w      0802100289c    00000001
w      0802000293c    00000000
w      0802100293c    00000000
w      08020002898    00000001
w      08021002898    00000001
w      08020002880    00000006
w      08021002880    00000006
w      08020002850    00000000
w      08021002850    00000000
w      08020002930    00000020
w      08021002930    00000020
w      08020002890    00000000
w      08021002890    00000000
w      08020002878    0000000e
w      08021002878    0000000e
w      08020002874    00000003
w      08021002874    00000003
w      080200028d4    00000000
w      080210028d4    00000000
w      0802000290c    00000000
