##############################
# Data for GDDR6_5
# CMD  ADDRESS      DATA
w      081100040d0    00060e1a
w      081110040d0    00060e1a
w      0811003c01c    00000037
w      0811103c01c    00000037
w      08110010004    00000004
w      08111010004    00000004
w      08110013800    00000001
w      08111013800    00000001
w      08110013808    0000c350
w      08111013808    0000c350
w      08110002944    00000000
w      08111002944    00000000
w      08110002974    00000000
w      08111002974    00000000
w      08110004184    00000000
w      08111004184    00000000
w      08110004264    00000000
w      08111004264    00000000
w      0811000425c    00000000
w      0811100425c    00000000
w      08110003cc4    00000000
w      08111003cc4    00000000
w      08110005008    00000001
w      08111005008    00000001
w      08110005008    00000000
w      08111005008    00000000
w      08110004034    00000000
w      08111004034    00000000
w      081100041a0    00000000
w      081110041a0    00000000
w      0811000407c    00000000
w      0811100407c    00000000
w      08110004198    00000000
w      08111004198    00000000
w      08112030064    0000a000
w      0811003c02c    00000000
w      0811103c02c    00000000
w      081100040d8    0000000f
w      081110040d8    0000000f
w      081100040d4    00000007
w      081110040d4    00000007
w      08110004054    00000050
w      08111004054    00000050
w      08111003ddc    00000020
w      08110003ddc    00000020
w      08111003de0    00000018
w      08110003de0    00000018
w      08110003c7c    00000004
w      08111003c7c    00000004
w      08110003c78    00000004
w      08111003c78    00000004
w      08110004058    00000013
w      08111004058    00000013
w      08110003dbc    00000014
w      08111003dbc    00000014
w      08110004060    00000002
w      08111004060    00000002
w      08110004050    0000001e
w      08111004050    0000001e
w      08110003c68    00000002
w      08111003c68    00000002
w      08110003c64    00000002
w      08111003c64    00000002
w      081100029a8    00000000
w      081110029a8    00000000
w      0811000292c    00000000
w      0811100292c    00000000
w      08110003c84    0000000b
w      08111003c84    0000000b
w      08110003c80    0000000a
w      08111003c80    0000000a
w      08110004088    00000005
w      08111004088    00000005
w      08110004310    00000004
w      08111004310    00000004
w      08110004314    00000004
w      08111004314    00000004
w      0811000405c    00000140
w      0811100405c    00000140
w      08110003dc0    00000064
w      08111003dc0    00000064
w      0811000418c    00000140
w      0811100418c    00000140
w      081100040cc    00000eb8
w      081110040cc    00000eb8
w      08110002910    001e467f
w      08111002910    001e467f
w      08110004074    0000000a
w      08111004074    0000000a
w      081100040ac    0000000a
w      081110040ac    0000000a
w      08110004188    00000012
w      08111004188    00000012
w      081100029b4    00000000
w      081110029b4    00000000
w      08110004094    0000000a
w      08111004094    0000000a
w      0811000421c    00000012
w      0811100421c    00000012
w      081100029ac    00000000
w      081110029ac    00000000
w      081100042c0    00000001
w      081110042c0    00000001
w      0811001000c    00000001
w      0811101000c    00000001
w      081100029e4    00000000
w      081110029e4    00000000
w      081100029dc    00000000
w      081110029dc    00000000
w      08110010050    00000000
w      08111010050    00000000
w      081100041c4    00000000
w      081110041c4    00000000
w      08110004010    00000001
w      08111004010    00000001
w      08110004000    00000000
w      08111004000    00000000
w      08110010040    00000000
w      08111010040    00000000
w      0811003c014    00000000
w      0811103c014    00000000
w      08110002944    000fffff
w      08111002944    000fffff
w      081100041c8    00004000
w      081110041c8    00004000
w      081100040dc    00000004
w      081110040dc    00000004
w      08110004224    00000007
w      08111004224    00000007
w      08110004228    00000018
w      08111004228    00000018
w      08110004064    00000020
w      08111004064    00000020
w      081100040b4    00000001
w      081110040b4    00000001
w      0811000287c    00000003
w      0811100287c    00000003
w      081100028cc    00000002
w      081110028cc    00000002
w      08110002864    00000000
w      08111002864    00000000
w      081100040c8    00000000
w      081110040c8    00000000
w      08110003c40    00000001
w      08111003c40    00000001
w      08110003c44    00000001
w      08111003c44    00000001
w      08110002858    00000000
w      08111002858    00000000
w      081100028d0    00000000
w      081110028d0    00000000
w      081100028bc    00000006
w      081110028bc    00000006
w      081100028c0    00000003
w      081110028c0    00000003
w      081100028e0    00000000
w      081110028e0    00000000
w      0811000289c    00000001
w      0811100289c    00000001
w      0811000293c    00000000
w      0811100293c    00000000
w      08110002898    00000001
w      08111002898    00000001
w      08110002880    00000006
w      08111002880    00000006
w      08110002850    00000000
w      08111002850    00000000
w      08110002930    00000020
w      08111002930    00000020
w      08110002890    00000000
w      08111002890    00000000
w      08110002878    0000000e
w      08111002878    0000000e
w      08110002874    00000003
w      08111002874    00000003
w      081100028d4    00000000
w      081110028d4    00000000
w      0811000290c    00000000
w      0811100290c    00000000
w      08110002894    00000000
w      08111002894    00000000
w      081100028b0    00000000
w      081110028b0    00000000
w      081100028b4    00000000
w      081110028b4    00000000
w      081100028b8    00000000
w      081110028b8    00000000
w      081100028c4    00000000
w      081110028c4    00000000
w      08110004044    00000032
w      08111004044    00000032
w      081100028f0    00000036
w      081110028f0    00000036
w      081100028e4    00000000
w      081110028e4    00000000
w      08110002904    00000000
w      08111002904    00000000
w      081100028c8    00000000
w      081110028c8    00000000
w      081100028ac    00000000
w      081110028ac    00000000
w      08110002908    00000000
w      08111002908    00000000
w      08110002888    00000000
w      08111002888    00000000
w      081100028a4    00000000
w      081110028a4    00000000
w      081100028a8    00000000
w      081110028a8    00000000
w      081100028e8    00000000
w      081110028e8    00000000
w      08110002854    00000000
w      08111002854    00000000
w      0811000288c    00000000
w      0811100288c    00000000
w      08110002868    00000001
w      08111002868    00000001
w      08110002870    00000000
w      08111002870    00000000
w      08110002884    0000000b
w      08111002884    0000000b
w      081100028f8    00000002
w      081110028f8    00000002
w      081100028fc    00000002
w      081110028fc    00000002
w      081100028f4    00000001
w      081110028f4    00000001
w      08110002900    00000001
w      08111002900    00000001
w      081100028a0    00000000
w      081110028a0    00000000
w      08112030000    00008187
w      08112030004    0000576e
w      08112030008    000037ad
w      0811203000c    00001152
w      08112030010    000067e8
w      08112030014    0000a3f4
w      08112030018    0000ffff
w      0811203001c    00000894
w      08112030020    00001e24
w      08112030024    00001024
w      0811203c2e4    00000707
w      0811203c2e8    00000058
w      0811000286c    00000003
w      0811100286c    00000003
w      0811000284c    0000000a
w      0811100284c    0000000a
w      08110002968    00000001
w      08111002968    00000001
w      0811003c028    00000000
w      0811103c028    00000000
w      0811003c014    00000000
w      0811103c014    00000000
w      0811000296c    00000001
w      0811100296c    00000001
w      08110002970    00000003
w      08111002970    00000003
w      08110004420    00000018
w      08111004420    00000018
w      08110004414    00000003
w      08111004414    00000003
w      08110004718    000000aa
w      08111004718    000000aa
w      08110006410    00000006
w      08111006410    00000006
w      0811203007c    00000809
w      08112030054    00000000
w      0811203d914    0000002a
w      08112032000    00000001
w      08112032000    00000003
